Index,Date,Day,Tata Comm Open Price,Mtnl Open Price,Reliance Open Price,Airtel Open Price,Vodafone Open Price,Tata CommnHigh Price,Mtnl High Price,Reliance High Price,Airtel High Price,Vodafone High Price, Tata Commn Low Price,Mtnl Low Price,Reliance Low Price,Airtel Low Price,Vodafone Low Price,Tata Commn Close Price,Mtnl Close Price,Reliance Close Price,Airtel Close Price,Vodafone Close Price,Tata Commn No. of Trades,Mtnl No. of Trades,Reliance No. of Trades,Airtel No. of Trades,Vodafone No. of Trades,Tata %gain,Mtnl %gain,Reliance %gain,Airtel %gain,Vodafone %gain,BSE %gain
1429,24-Mar-15,Tuesday,423.35,18.4,62.6,390,171,427,18.45,63.5,397,174.2,413,17.3,61.85,382.15,169,415.75,17.5,62.35,394.3,169.9,3290,2502,5974,8435,3344,-1.82802164762478,-5.14285714285713,-0.400962309542903,1.09054019781892,-0.647439670394346,-0.370875891039461
1430,23-Mar-15,Monday,424.75,19.5,63.45,381.1,175,428.05,19.5,64.05,389.7,178.35,419.25,18,61.45,378.15,170.15,421.7,18.05,62.4,383.35,171.35,2058,2515,8072,11444,6259,-0.723262983163389,-8.03324099722991,-1.68269230769231,0.58693100299987,-2.13014298220018,-0.169059276208984
1431,20-Mar-15,Friday,430,20.3,63.75,381,175,435.5,20.3,64.4,387.2,178.8,418.85,19.05,62.7,377.75,173.45,421.6,19.2,62.95,380.35,174.7,3535,3671,8184,7103,6309,-1.99240986717267,-5.72916666666667,-1.27084988085782,-0.170895228079395,-0.171722953634809,-0.444345598506246
1432,19-Mar-15,Thursday,444.35,21.4,67.25,385.5,176.4,444.35,21.6,68.1,385.5,179,426,20.25,62.9,380.1,173.7,428.2,20.35,63.7,381.6,174.9,3046,2217,10288,3053,6406,-3.77160205511444,-5.15970515970515,-5.57299843014128,-1.02201257861635,-0.857632933104631,-0.723114615577313
1433,18-Mar-15,Wednesday,430.95,20.45,67.7,386,176.9,449.45,21.55,68.5,390.5,181.1,428.8,19.7,66.3,381.35,174.35,438.1,21.15,66.75,382.1,175.25,6737,6466,8467,5382,7799,1.63204747774481,3.3096926713948,-1.42322097378278,-1.02067521591206,-0.941512125534953,-1.17862272376182
1434,17-Mar-15,Tuesday,431.9,21.5,67.4,390.7,174,435,21.75,68.15,391.9,179,423.5,19.85,66.2,379.45,173,429.05,20.05,67.2,386.8,176.65,4009,4753,9295,8006,6912,-0.664258244959787,-7.23192019950124,-0.297619047619052,-1.00827300930713,1.50014152278517,-0.505727737847511
1435,16-Mar-15,Monday,424,22.5,70.5,398.1,182.9,425.8,22.5,70.5,399.3,182.95,417.6,21.1,66.5,386.25,172.6,421.15,21.25,67.2,389.15,173.2,1931,1937,8826,9498,15248,-0.676718508844835,-5.88235294117647,-4.91071428571428,-2.29988436335604,-5.60046189376445,0.491989596462745
1436,13-Mar-15,Friday,432.5,23,70.85,399,174.6,436.9,23.25,72.2,402.45,183.5,420.1,22.1,69.1,389.85,172.5,423.6,22.3,70.05,400.35,182.1,3573,3749,25283,18204,24227,-2.10103871576959,-3.13901345291479,-1.14204139900071,0.337204945672542,4.11861614497529,-0.381887289799362
1437,12-Mar-15,Thursday,429.2,22,66.65,390,163.7,434.45,22.85,70.55,399.9,175.8,424.5,21.65,66.05,386.8,162.8,430.1,22.35,69.9,397.5,174.95,3489,8709,20502,26046,22638,0.209253661939092,1.56599552572708,4.64949928469242,1.88679245283019,6.43040868819663,-2.2159890258321
1438,11-Mar-15,Wednesday,425,25.7,64.55,367.25,155,431,25.75,66.95,394,165.4,416.85,20.9,64,362.4,153.45,428.3,21.05,66.45,389.85,163.7,4377,16842,17791,23434,16291,0.770487975717957,-22.0902612826603,2.85929270127917,5.79710144927537,5.31459987782528,0.455575983886849
1439,10-Mar-15,Tuesday,418.1,25.6,63.1,343,151,437.85,26.85,67,379.7,162.4,417.65,25.6,61.7,341.5,145.4,422.4,25.95,64.45,367.9,153.85,5114,2676,23244,21099,13385,1.01799242424241,1.34874759152215,2.09464701318852,6.76814351726012,1.85245368865778,-0.232316567437235
1440,9-Mar-15,Monday,430,26.5,66.7,348,149.35,434,26.5,67,348,150.75,414.25,25.2,62.45,339.05,143.2,415.95,25.45,62.9,343.55,149.15,3866,2776,14758,6966,5176,-3.37780983291261,-4.12573673870334,-6.04133545310017,-1.29529908310289,-0.134093194770358,-0.746050051776627
1441,5-Mar-15,Thursday,425,26.85,67.4,351.5,157.2,430.75,27.05,68.2,351.5,157.25,422,26.35,66.1,344.1,149,426.6,26.6,66.85,347.9,149.95,2968,1893,10112,4859,7919,0.375058602906709,-0.93984962406015,-0.822737471952149,-1.0347801092268,-4.83494498166055,-1.63551256067823
1442,4-Mar-15,Wednesday,444,27.55,67,350,154.75,446,27.7,69.85,358.55,161,420.6,26.55,66.15,349.45,153.05,423.35,26.65,66.85,351.15,156.15,8758,2354,23982,6543,9422,-4.87776071808196,-3.37711069418387,-0.224382946896044,0.327495372347993,0.896573807236635,0.041359708920014
1443,3-Mar-15,Tuesday,424.95,27.45,66.05,349.4,152.45,431.7,27.9,67.25,350.6,156.4,412,27,65.4,344.1,152.45,429.5,27.1,66.25,348.95,153.25,6022,3190,11347,4565,4852,1.0593713620489,-1.29151291512914,0.301886792452834,-0.128958303481871,0.522022838499192,-1.89423475863262
1444,2-Mar-15,Monday,399.85,28,68.85,358.75,153,423.85,28.3,69.1,362.7,154.5,399.1,27.2,65.4,346.6,151.25,422.05,27.4,65.8,349.4,153.15,4723,1903,12555,8365,3905,5.26004027958772,-2.18978102189782,-4.63525835866261,-2.67601602747568,0.097943192948094,0.31608046704488
1445,28-Feb-15,Saturday,403,29.5,70.45,356.65,155.9,405.4,29.7,70.55,360,156.4,391.05,27.7,67.15,352.45,149.5,397.2,28.05,68.45,357.2,152.4,2309,3827,12366,4905,3446,-1.46022155085599,-5.16934046345811,-2.9218407596786,0.153975363941773,-2.29658792650919,-0.25214585354494
1446,27-Feb-15,Friday,396.35,28.6,68.1,355.45,156.2,403.6,29.45,70,358,156.25,394.25,28.6,67.3,347.6,151.9,400.25,29.2,69.7,355.45,154.8,2099,3657,8769,5422,4259,0.974391005621481,2.05479452054794,2.29555236728839,0,-0.904392764857866,-0.16971203787273
1447,26-Feb-15,Thursday,403.1,29,69,351,152.95,408.6,29,69.1,352.8,155.5,393.9,28.1,67.15,346.2,152.4,396.65,28.45,67.45,349.45,154.85,2101,2082,7287,5517,4597,-1.62611874448507,-1.93321616871705,-2.29799851742031,-0.443554156531696,1.22699386503068,1.21491629740056
1448,25-Feb-15,Wednesday,408,29.3,69.1,349.7,151.9,408,30.15,70.15,350.5,152.8,402.45,28.8,67.55,345,150.35,403.4,29,68.95,347.8,152.35,1213,4653,13528,3379,7099,-1.14030738720873,-1.03448275862069,-0.217548948513403,-0.54629097182288,0.295372497538555,-1.06186286054201
1449,24-Feb-15,Tuesday,400,29.75,70.65,346.5,151.65,407.9,30.25,70.65,349.75,153.7,396.95,28.6,68.5,341,148.5,404.15,29.05,68.75,343.15,149.35,1873,3424,10487,6357,4928,1.02684646789558,-2.40963855421686,-2.76363636363637,-0.97624945359173,-1.54000669568129,-0.370001506481484
1450,23-Feb-15,Monday,410.9,30,72.8,350,154.9,415.4,30.55,72.8,350.95,155,396.1,29.25,69.6,345,151.2,399.25,29.5,70.25,346.65,152.3,2572,3457,8489,5514,4637,-2.91797119599248,-1.69491525423729,-3.62989323843416,-0.966392615029575,-1.70715692711753,-0.040993412782634
1451,20-Feb-15,Friday,413,29.25,71.6,357,153.95,414.95,30.85,73.1,358.7,153.95,408.6,28.8,71.2,348.1,149.55,410.95,29.85,72,349.75,150.65,2601,7191,8503,5107,7010,-0.498844141623071,2.01005025125629,0.555555555555563,-2.07290922087205,-2.19050779953534,-1.17849423177341
1452,19-Feb-15,Thursday,416,29.85,74,357,162,417,30.4,74,358.15,162,404.7,28.7,69.8,350.5,150.7,411.9,28.95,71.35,356.8,152.3,2316,4572,10742,3382,4878,-0.995387229910178,-3.10880829015545,-3.71408549404346,-0.05605381165919,-6.36900853578463,-0.734825997103798
1453,18-Feb-15,Wednesday,408,27.9,75.6,361,160,415,30.4,75.8,366.45,162,402.9,27.9,73.1,350.5,156.25,412.45,29.65,73.35,351.8,158.75,2943,8707,8501,10133,4218,1.07891865680688,5.90219224283305,-3.06748466257669,-2.61512222853894,-0.78740157480315,0.092864534878
1454,16-Feb-15,Monday,412,27.5,73.7,356,155,414,28.3,76.4,365,158.75,401.4,27.5,73.5,352.3,154.75,403.9,27.6,75.15,360.55,157.65,2473,1538,16844,5872,2589,-2.00544689279525,0.362318840579715,1.92947438456421,1.26196089308002,1.68093878845544,0.628200432056192
1455,13-Feb-15,Friday,419.25,28,71.7,354,153.3,420.4,28.1,72.55,356.4,155.6,408.05,27.2,70.6,349.5,152.35,409.35,27.4,72.05,355.1,154.5,3762,1815,8296,12779,2200,-2.41846830340784,-2.18978102189782,0.485773768216508,0.309771895240784,0.776699029126206,-0.11974925761638
1456,12-Feb-15,Thursday,399.45,27.55,70.7,358,152.75,415.2,28.65,71.75,359.5,153.8,399.45,27.5,69.9,349.55,151.1,413.85,28.3,71.1,352.7,153.3,2805,3397,8645,11859,1770,3.47952156578471,2.65017667844523,0.562587904360044,-1.50269350722994,0.358773646444887,0.707820915877779
1457,11-Feb-15,Wednesday,387.2,27.45,69.05,358,151.25,399.3,27.9,70.8,361,151.85,385.45,27.35,68.95,348.5,150,396.3,27.55,70.4,356.3,151.15,2362,1520,9352,8605,2971,2.296240222054,0.36297640653358,1.91761363636365,-0.477126017401063,-0.066159444260665,0.537578414933462
1458,10-Feb-15,Tuesday,383.35,27.15,67.65,354.15,154,394,28.1,70.6,362.25,155.25,377.15,27,66.6,352.65,150,384.65,27.25,68.4,356.95,150.75,2020,2032,13058,5218,2355,0.337969582737542,0.366972477064225,1.09649122807018,0.784423588737922,-2.1558872305141,0.293369622243252
1459,9-Feb-15,Monday,389,27.35,70.7,366,154.35,392.7,28.1,70.7,366,155.4,381.45,27.05,67.25,353.5,152.55,386.6,27.3,67.6,355.6,154,2196,2099,14629,3929,2383,-0.620796689084319,-0.183150183150186,-4.58579881656806,-2.92463442069741,-0.227272727272724,0.822200325720261
1460,6-Feb-15,Friday,408.8,28.75,72.4,365,154,411,29,72.5,369.9,155.7,391,27.5,70.15,360.45,153.1,394.8,27.65,70.75,367.55,155.1,2432,2605,12158,4625,2705,-3.54609929078014,-3.97830018083183,-2.33215547703181,0.693783158753914,0.709219858156025,-1.20135088649712
1461,5-Feb-15,Thursday,417.25,30.3,78.1,370,155,424.6,30.35,78.4,372,155.9,405.05,28.7,71.2,360,153.25,406.55,28.8,72.4,363.4,154,2150,4405,16563,8375,2182,-2.63190259500676,-5.20833333333333,-7.87292817679556,-1.81618051733628,-0.649350649350649,-0.606938318282909
1462,4-Feb-15,Wednesday,417.25,28.55,78.5,373.25,155.25,423.55,30.85,78.95,377.1,158,413.9,28.35,77.3,364.95,153.9,416,30.35,77.8,367.85,154.2,1968,8884,7019,10614,2954,-0.300480769230769,5.93080724876442,-0.899742930591263,-1.46798966970232,-0.680933852140085,-0.212852462152918
1463,3-Feb-15,Tuesday,412,29.05,81,359.1,155.45,418,29.15,81.1,374.25,156.45,407.8,28.15,77.1,359.1,152.25,413.9,28.35,77.7,371.85,154,1114,1517,12352,6310,3446,0.459048079246189,-2.46913580246913,-4.24710424710424,3.42880193626462,-0.941558441558434,-0.854270887033972
1464,2-Feb-15,Monday,411.1,28.55,80.15,373,155,418.55,29.55,81.25,373,155.3,407.15,28.5,79.4,357.5,151.4,408.95,29.05,80.55,359.55,154.05,1003,3236,8202,8383,3253,-0.525736642621356,1.72117039586919,0.496585971446296,-3.74078709497983,-0.6166828951639,-0.749168797116159
1465,30-Jan-15,Friday,415.35,28.75,79.4,380.15,158.35,417.6,29.45,83.15,380.15,160,408.5,28.55,78.8,366.5,153.7,409.35,28.8,79.5,372.75,154.55,1932,3129,15272,5443,4281,-1.46573836570172,0.173611111111114,0.125786163522005,-1.9852448021462,-2.4587512131996,-0.073345930794545
1466,29-Jan-15,Thursday,403,28.9,80,373.1,164.3,412,29.25,80.5,378.15,164.3,399.2,28.3,78.3,363.25,158.55,407.95,28.65,78.75,375.15,159.5,3792,6359,6932,5805,4617,1.21338399313641,-0.87260034904014,-1.58730158730159,0.546448087431682,-3.00940438871474,-2.11990220316999
1467,28-Jan-15,Wednesday,404,27,82.35,393.5,172,414,28.4,82.6,394.45,172.6,400,26.8,79.25,371.7,163.2,403.85,28.1,79.65,373.75,166,1585,3074,6656,7827,7245,-0.037142503404724,3.91459074733097,-3.38983050847456,-5.28428093645485,-3.6144578313253,0.556840107581181
1468,27-Jan-15,Tuesday,415,27.7,82.6,382.7,170,418.2,27.85,83.75,394.45,171.1,404,26.8,81.6,382.25,165.5,406.6,27.05,82,393.4,170.35,1759,1448,7123,6770,5694,-2.06591244466305,-2.40295748613678,-0.731707317073164,2.7198779867819,0.205459348400349,-0.022125106312154
1469,23-Jan-15,Friday,421.45,27.8,80.3,372,166.45,423.6,28.6,82.65,387.65,169.1,411.2,27.2,78.75,372,164,416.25,27.5,82.1,383.7,168.5,2153,2477,12652,13022,6905,-1.24924924924925,-1.09090909090909,2.19244823386114,3.04925723221266,1.2166172106825,0.403739604694321
1470,22-Jan-15,Thursday,424,27.9,80.4,370.5,163.05,427,28.3,80.7,373.35,168.45,414.3,27.5,79.15,361.65,162.55,418.05,27.65,79.7,369.95,165.7,1237,1321,5527,10894,7986,-1.42327472790336,-0.904159132007233,-0.878293601003768,-0.148668739018789,1.59927579963789,0.305305811295801
1471,21-Jan-15,Wednesday,425.1,28.2,80.9,353.25,157.5,429,28.6,81,370,164,421.2,27.7,79.1,353.25,156.5,423.85,28,80,369.05,163.15,819,1678,8338,11854,11031,-0.294915654122921,-0.714285714285712,-1.12500000000001,4.28126270153096,3.46307079374809,0.166275828259098
1472,20-Jan-15,Tuesday,427.9,28.15,79.9,350.95,157,429.8,29.1,82.25,357.1,158,423.1,28.15,79.1,348.3,154.6,423.85,28.25,80.55,355,157.35,1219,3626,12227,4053,3658,-0.955526719358253,0.353982300884961,0.806952203600238,1.14084507042254,0.222434064188112,0.158434773819391
1473,19-Jan-15,Monday,428,27.55,78.55,344,151.5,438.65,28.75,80.95,352.4,155.9,423.6,27.55,77.9,343.5,150.75,425.05,28.15,79.65,350.25,155.2,2575,3103,8133,8403,4577,-0.694035995765201,2.13143872113676,1.38104205900817,1.78443968593862,2.38402061855669,1.5974475302305
1474,16-Jan-15,Friday,433.35,28.15,78.5,347.8,149.2,436.2,28.4,78.8,349.15,153.6,424.8,27.5,77.2,339.3,149.2,426.85,27.6,78.25,342.55,151.75,1872,2676,7359,7923,2931,-1.52278317910273,-1.9927536231884,-0.319488817891374,-1.53262297474821,1.68039538714993,0.043061339232412
1475,15-Jan-15,Thursday,435,28.95,76,349,147.4,436.95,28.95,78.9,352.15,152,422,27.85,75.35,343.45,147.4,432.25,28.15,78.3,349.15,149.9,2541,2558,10858,2778,3517,-0.636205899363794,-2.84191829484903,2.93742017879949,0.042961477874832,1.66777851901268,0.232132335344455
1476,14-Jan-15,Wednesday,423.5,28.35,76.5,347,146,434.95,29.1,77.45,348,149.35,418.5,28.15,75.1,344.7,146,423.4,28.55,75.4,346.35,148.15,2741,5786,7481,3126,3955,-0.023618327822396,0.700525394045532,-1.45888594164455,-0.187671430633745,1.45123185960176,0.870472706678941
1477,13-Jan-15,Tuesday,420,27.4,78.1,351,146.8,428.35,29.05,78.5,352,148.3,420,27.25,75.95,344.5,146,425.6,27.95,76.45,346.5,146.75,1023,6401,9015,2038,2591,1.31578947368422,1.96779964221825,-2.15827338129495,-1.2987012987013,-0.034071550255544,-0.311992399847586
1478,12-Jan-15,Monday,425,27.45,77.55,353,147.5,428,27.8,78.4,355,147.75,419.15,27.25,76.2,347.25,144.65,420.6,27.35,77.9,349.55,146.15,1140,1399,8476,3625,3366,-1.04612458392772,-0.365630712979882,0.449293966623888,-0.986983264196821,-0.923708518645224,-0.677575400910028
1479,9-Jan-15,Friday,420,27.6,79.4,363,152.3,430.95,28.15,79.8,364.9,153.2,420,27.05,76.1,353.85,145.6,424.75,27.3,77.1,356.4,147.45,974,1893,11924,7221,4635,1.1183048852266,-1.0989010989011,-2.98313878080417,-1.85185185185186,-3.28925059342151,0.222618810691358
1480,8-Jan-15,Thursday,428.55,27.45,79.3,360,153,429.45,28.1,80.2,362.85,153,421,27.2,78.2,355.25,150.9,424.2,27.75,78.7,361.15,152.3,1117,2972,9009,4140,1804,-1.02545968882603,1.08108108108108,-0.762388818297324,0.318427246296546,-0.459619172685482,0.197353230598463
1481,7-Jan-15,Wednesday,417,26.6,79.5,354.5,150,426.2,27.6,80.7,358,151.7,413,26.6,77.9,350.5,148.6,423.55,27.1,78.35,355.2,149.9,1660,1681,8716,7501,2696,1.54645260299847,1.8450184501845,-1.46777281429484,0.197072072072069,-0.066711140760503,0.351754427453119
1482,6-Jan-15,Tuesday,433,27.3,82,357.2,154.4,433.9,28.15,83.15,357.2,155.3,414.5,26.5,79.2,348.6,150,416.8,26.8,79.65,354.4,150,2352,6097,14478,15433,8115,-3.88675623800384,-1.86567164179104,-2.95040803515379,-0.790067720090297,-2.93333333333334,-0.277269683323165
1483,5-Jan-15,Monday,438.25,27.55,82.25,366,160,444.85,27.85,83.65,366.1,161.3,435.65,27.2,81.25,355.25,152.9,438.15,27.35,81.7,357.2,153.3,1273,1152,7494,5399,4123,-0.02282323405227,-0.731261425959778,-0.673194614443081,-2.46360582306831,-4.37051532941943,-2.6188829923231
1484,2-Jan-15,Friday,443.6,27.85,83.15,364,160,445.1,28.2,84,367,160.85,433.6,27.5,82.3,362.1,157.5,435.3,27.55,82.85,364.85,159.55,1597,2505,8269,5438,3395,-1.90673099012176,-1.08892921960073,-0.362100181050104,0.232972454433335,-0.282043246631143,-0.488860123725324
1485,1-Jan-15,Thursday,441.7,27.4,79.5,358,155,444.95,27.95,84.2,364.6,160,439.5,27.1,79.5,351.9,154,441.65,27.65,83.25,362.95,159.3,1537,1987,14368,5146,5327,-0.011321181931396,0.904159132007233,4.50450450450451,1.36382421821187,2.6993094789705,1.31462031920655
1486,31-Dec-14,Wednesday,432,27.1,79.25,348.6,151,441.9,27.75,80.6,353.95,154.9,430.2,26.8,79.25,348.6,149.75,439.4,27.3,80.1,352.85,153.8,1104,2743,5522,4528,2657,1.68411470186618,0.73260073260073,1.06117353308364,1.20447782343772,1.82054616384916,0.079141937083434
1487,30-Dec-14,Tuesday,430,26.95,81,353,151,434.4,27.85,81.5,353.55,151,428,26.95,79.2,347.3,148.5,430.4,27.15,79.9,349.65,150.1,1371,2206,7128,1990,2654,0.092936802973972,0.736648250460403,-1.3767209011264,-0.958100958100965,-0.599600266489011,0.51317445967951
1488,29-Dec-14,Monday,433.85,27.6,81,353,151.9,438.4,28.15,82.45,359.35,152,428.6,27.05,80.55,350.2,150,430.1,27.2,80.75,351.6,150.6,1218,2445,8396,2623,2410,-0.871890258079517,-1.47058823529413,-0.309597523219814,-0.398179749715579,-0.86321381142099,-0.272811468883211
1489,26-Dec-14,Friday,436.9,28.5,79.9,356.1,149.55,441.05,28.5,81.4,356.55,152.5,430.5,27.15,78.55,349.65,148.9,431.6,27.45,80.45,354.45,149.9,1127,5642,11380,2773,2794,-1.22798887859128,-3.82513661202186,0.683654443753881,-0.465509944985198,0.233488992661771,0.471752349727487
1490,24-Dec-14,Wednesday,446.6,26.2,79.1,357.1,148.15,448.6,29.2,81.35,357.1,151.5,436.05,26,77.7,351,148.15,439.2,28.6,79.35,354.2,149.6,1998,11957,14131,7186,2915,-1.6848816029144,8.3916083916084,0.315059861373661,-0.818746470920394,0.969251336898388,0.09760742506547
1491,23-Dec-14,Tuesday,442.9,25.75,82.2,350,151.85,445.6,26.3,82.8,356.55,151.85,435.8,25.35,78.9,349.85,148.25,442,25.4,79.2,355.15,149.5,2634,1041,12216,6192,3087,-0.203619909502257,-1.37795275590552,-3.78787878787879,1.45009151062931,-1.57190635451505,-1.182162558102
1492,22-Dec-14,Monday,424.3,25.6,83.4,343.1,146.05,443.45,26.15,83.8,350.75,150.7,424.3,25.6,81.6,343.1,144.5,439.95,25.85,82.2,349.25,149.5,2417,1398,7358,8524,2740,3.55722241163768,0.967117988394584,-1.45985401459854,1.76091624910522,2.3076923076923,-0.824024610945937
1493,19-Dec-14,Friday,438,26.45,86.7,348.5,146,439.7,26.85,86.85,348.5,148.8,423.2,25.2,82.2,336.85,145.1,425.05,25.45,82.95,342.85,146.05,1304,2238,10863,6321,3630,-3.04670038818962,-3.92927308447937,-4.52079566003617,-1.64795099897914,0.034234851078406,0.801103466599097
1494,18-Dec-14,Thursday,414,25.55,84.5,344,143.55,435.5,26.6,86.75,349.2,146,414,25.55,84.3,343.7,142.8,432.8,26.15,85.75,348.2,145.15,2187,2114,7601,3987,3976,4.34380776340111,2.2944550669216,1.45772594752187,1.20620333141872,1.10230795728556,0.289677274162062
1495,17-Dec-14,Wednesday,416,25,83.5,346.6,142.05,422.25,26,84.3,349.45,144.9,394,24.1,80.6,340.65,140.2,413.5,25.25,83.15,343.15,143.2,3524,2873,13015,10394,3791,-0.60459492140266,0.99009900990099,-0.420926037282014,-1.00539122832582,0.803072625698308,0.268039785346983
1496,16-Dec-14,Tuesday,432.55,26.55,86.5,346.5,138.7,444,26.55,86.5,351.85,144.65,412.8,25,82.85,341.1,138.15,416.75,25.15,83.8,350.1,143.2,2411,2479,14912,6189,5877,-3.79124175164967,-5.56660039761432,-3.2219570405728,1.02827763496145,3.14245810055866,-0.051965303051679
1497,15-Dec-14,Monday,429.1,26.7,88.9,344.3,141.9,439,27.15,89.25,351.4,142.15,425.7,26.35,86.25,341.45,139.6,434,26.7,87,350.05,140.15,1679,1500,11185,3846,4989,1.12903225806451,0,-2.18390804597702,1.6426224825025,-1.24866214769889,-1.492600845959
1498,12-Dec-14,Friday,434,27.45,93.5,345,146.4,442.9,27.8,93.9,351.35,148,429.45,26.65,89.1,345,141.55,431.55,26.8,89.7,347.8,142.75,1555,1339,14419,5415,4222,-0.567721005677207,-2.42537313432835,-4.23634336677815,0.805060379528468,-2.5569176882662,0.670874640733608
1499,11-Dec-14,Thursday,433.5,28.1,96,351.2,143,437,28.35,96.2,357.3,145.5,426.2,27.4,92.1,342.35,141.25,430.25,27.6,92.6,343.7,144.6,1348,1248,13390,7309,5302,-0.755374782103428,-1.81159420289855,-3.67170626349893,-2.18213558335758,1.10650069156293,-0.907765364517441
1500,10-Dec-14,Wednesday,430,27.4,95.9,360,145.1,436.5,28.45,98.3,362,147.6,428.25,27.4,95.15,349.3,141.3,432.85,28.2,95.6,353.5,142.5,1370,1999,10375,8327,7802,0.658426706711337,2.83687943262412,-0.313807531380765,-1.83875530410184,-1.82456140350877,-0.704042930206901
1501,9-Dec-14,Tuesday,447,28.25,99.4,369,148.75,454.7,28.85,100.55,371.95,149.9,428.1,27.55,95.2,353,144.7,430,27.7,95.85,354.25,146.1,1257,1831,17300,10579,6084,-3.95348837209302,-1.98555956678701,-3.70370370370372,-4.16372618207481,-1.81382614647502,0.428082253306551
1502,8-Dec-14,Monday,459.2,28.55,103,367,153.3,461.35,29.4,103,374.5,154.4,445.25,28.1,98.7,366.95,146.5,447.45,28.55,99.05,369.95,147.1,1874,3391,12034,5636,6524,-2.62599173091966,0,-3.98788490661282,0.797405054737124,-4.21481985044189,-1.21311608694605
1503,5-Dec-14,Friday,456.05,28.4,101.8,371,158.25,465.9,29.35,105.8,375.75,160,453.3,28.4,100.35,365.15,151.15,462.85,28.55,102.5,367.7,153,1708,3409,20622,4956,9291,1.46915847466782,0.525394045534158,0.682926829268296,-0.897470764209957,-3.43137254901961,-1.11524427974992
1504,4-Dec-14,Thursday,469.05,29.3,102.9,378,163.5,470.5,29.3,103.4,382.35,164.15,453.05,28.1,100.4,368.8,158.25,455.6,28.55,101.2,369.85,158.95,1827,3963,8356,7103,3069,-2.95215100965759,-2.62697022767075,-1.6798418972332,-2.20359605245369,-2.86253538848695,-0.514440528355728
1505,3-Dec-14,Wednesday,468.75,27,101.3,385,163.4,474.3,29.9,103.4,386.2,164.2,463.7,26.75,101.3,376.55,161.05,468.3,29,102.65,377.7,163.2,2447,12530,12071,6229,2735,-0.096092248558614,6.89655172413793,1.31514856307843,-1.93275086047128,-0.122549019607854,-0.189442078898374
1506,2-Dec-14,Tuesday,447.5,27,100.95,376.55,158.1,469.8,27.35,101.95,385.75,164.3,444.55,26.5,99.3,376.55,158.1,467.05,26.7,101.2,384.3,163.85,2642,1225,10713,5467,2929,4.18584733968526,-1.12359550561798,0.24703557312253,2.01665365599792,3.50930729325603,-0.104104004154318
1507,1-Dec-14,Monday,458.65,27.2,103,383,158,458.65,28.2,113.1,385.6,162.3,443.8,27,99.35,376.45,158,445.9,27.1,100,377.65,160.3,1077,1515,11943,3741,2368,-2.85938551244674,-0.369003690036892,-3,-1.41665563352311,1.43480973175297,-0.275804993740337
1508,28-Nov-14,Friday,455,28.1,107,390,165.2,462.55,28.55,107.15,390.5,166.1,455,27.5,102.5,378.65,158,457.95,27.65,102.85,381.95,159.3,1663,2352,15186,10109,4312,0.644175128289112,-1.62748643761303,-4.03500243072436,-2.10760570755335,-3.70370370370369,-0.660372932132858
1509,27-Nov-14,Thursday,453,27.9,103.4,392,163.1,461,28.2,106.75,394,165.4,450,27.35,102.3,384,162.55,457.75,27.55,106.35,385.85,164.8,3456,1594,19686,5242,1489,1.03768432550519,-1.27041742286751,2.77385989656793,-1.59388363353634,1.03155339805826,0.708441035910316
1510,26-Nov-14,Wednesday,434.25,27.4,101.55,404.7,163.9,452,28.25,104.7,404.7,164.95,423,27.35,101.5,391.6,161.4,449.4,27.65,103,393.35,163.05,1770,2987,13565,4065,2359,3.37116154873164,0.904159132007233,1.40776699029126,-2.88547095462056,-0.521312480834097,0.144555469952964
1511,25-Nov-14,Tuesday,444.8,28.3,106.25,406,169,444.8,28.45,107.65,408.2,169.05,423.75,27,99.5,398.6,159.05,437.6,27.4,102.35,403.15,163.15,1667,2818,20780,8232,5505,-1.6453382084095,-3.28467153284672,-3.8104543234001,-0.706932903385842,-3.58565737051792,0.227610679700224
1512,24-Nov-14,Monday,434,28,110.5,402.7,172.1,448.4,30.45,111.5,403.85,172.45,434,27.7,106.6,396.6,166.75,442.3,28.65,107.15,398.65,168.1,1377,10135,10180,2618,2810,1.8765543748587,2.26876090750436,-3.12645823611759,-1.01592875956353,-2.37953599048186,-0.644751491369375
1513,21-Nov-14,Friday,432.25,28.6,109.1,398.1,173.8,439.7,28.7,111.3,402.25,173.8,430,27.65,107.4,395,170.6,434.6,27.8,108.8,400.75,172.2,1261,1737,15975,3819,2311,0.540727105384267,-2.87769784172662,-0.275735294117644,0.661260137242664,-0.929152148664357,0.303618935603882
1514,20-Nov-14,Thursday,433.4,28.5,109.8,402,168.1,436.3,28.65,110.75,405,172.8,425.3,27.8,105.8,393.95,166.1,430.2,27.95,109.45,397.55,171.5,3620,1513,21869,6629,2422,-0.743840074384005,-1.96779964221825,-0.319780721790767,-1.11935605584203,1.98250728862974,0.827715061040156
1515,19-Nov-14,Wednesday,445.5,29.1,115.55,400.1,169.1,447.3,29.5,116.35,407.7,172.5,427.35,28.35,108.25,395.15,166.4,432.45,28.5,109.75,402,167.2,2518,2045,28190,7480,4262,-3.01768990634756,-2.10526315789474,-5.28473804100228,0.472636815920392,-1.13636363636364,-0.11857104785738
